,index,timestamp,interval_kWh,weekday,temp,hour,hour_before,feels_like,workday,season,pressure,humidity,sunrise_pst,sunset_pst,Sunlight,sunlight_No,sunlight_Yes,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,workday_0,workday_1,season_Fall,season_Spring,season_Summer,season_Winter
2481,2481,2020-08-10 09:00:00,4.16,0,289.51,9,287.24,289.16,1,Summer,1018.0,75.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2482,2482,2020-08-10 10:00:00,3.92,0,292.69,10,289.51,292.55,1,Summer,1020.0,71.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2483,2483,2020-08-10 11:00:00,3.92,0,294.34,11,292.69,294.16,1,Summer,1014.0,63.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2484,2484,2020-08-10 12:00:00,4.08,0,296.33,12,294.34,296.14,1,Summer,1013.0,55.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2485,2485,2020-08-10 13:00:00,4.24,0,299.05,13,296.33,299.0,1,Summer,1021.0,50.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2486,2486,2020-08-10 14:00:00,4.32,0,299.84,14,299.05,300.13,1,Summer,1019.0,47.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2487,2487,2020-08-10 15:00:00,3.92,0,299.26,15,299.84,299.26,1,Summer,1021.0,49.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2488,2488,2020-08-10 16:00:00,3.84,0,297.36,16,299.26,297.25,1,Summer,1021.0,54.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2489,2489,2020-08-10 17:00:00,3.44,0,296.37,17,297.36,296.26,1,Summer,1028.0,58.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0
2490,2490,2020-08-10 18:00:00,3.52,0,293.92,18,296.37,293.78,1,Summer,1011.0,66.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0
2491,2491,2020-08-10 19:00:00,3.52,0,291.34,19,293.92,291.17,1,Summer,1016.0,75.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0
2492,2492,2020-08-10 20:00:00,5.36,0,289.83,20,291.34,289.56,1,Summer,1016.0,77.0,06:20:20.000000,20:12:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0
2493,2493,2020-08-10 21:00:00,5.44,0,289.22,21,289.83,289.13,1,Summer,1018.0,86.0,06:20:20.000000,20:12:10.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0
2494,2494,2020-08-10 22:00:00,5.2,0,288.97,22,289.22,288.85,1,Summer,1017.0,86.0,06:20:20.000000,20:12:10.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0
2495,2495,2020-08-10 23:00:00,5.44,0,288.85,23,288.97,288.72,1,Summer,1017.0,86.0,06:20:20.000000,20:12:10.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0
2496,2496,2020-08-11 00:00:00,5.28,1,288.65,0,288.85,288.5,1,Summer,1017.0,86.0,06:21:14.000000,20:10:57.000000,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2497,2497,2020-08-11 01:00:00,5.2,1,288.63,1,288.65,288.48,1,Summer,1017.0,86.0,06:21:14.000000,20:10:57.000000,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2498,2498,2020-08-11 02:00:00,5.2,1,288.36,2,288.63,288.23,1,Summer,1018.0,88.0,06:21:14.000000,20:10:57.000000,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2499,2499,2020-08-11 03:00:00,5.2,1,287.99,3,288.36,287.8,1,Summer,1017.0,87.0,06:21:14.000000,20:10:57.000000,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2500,2500,2020-08-11 04:00:00,4.880000000000001,1,287.94,4,287.99,287.75,1,Summer,1017.0,87.0,06:21:14.000000,20:10:57.000000,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2501,2501,2020-08-11 05:00:00,4.96,1,287.82,5,287.94,287.61,1,Summer,1017.0,87.0,06:21:14.000000,20:10:57.000000,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2502,2502,2020-08-11 06:00:00,4.64,1,287.88,6,287.82,287.71,1,Summer,1018.0,88.0,06:21:14.000000,20:10:57.000000,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2503,2503,2020-08-11 07:00:00,2.96,1,287.93,7,287.88,287.76,1,Summer,1018.0,88.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2504,2504,2020-08-11 08:00:00,3.12,1,288.08,8,287.93,287.9,1,Summer,1018.0,87.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2505,2505,2020-08-11 09:00:00,5.52,1,288.79,9,288.08,288.63,1,Summer,1018.0,85.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2506,2506,2020-08-11 10:00:00,4.96,1,289.58,10,288.79,289.45,1,Summer,1018.0,83.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2507,2507,2020-08-11 11:00:00,4.24,1,291.04,11,289.58,290.87,1,Summer,1021.0,76.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2508,2508,2020-08-11 12:00:00,4.32,1,292.16,12,291.04,292.02,1,Summer,1013.0,73.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2509,2509,2020-08-11 13:00:00,3.92,1,293.83,13,292.16,293.78,1,Summer,1013.0,70.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2510,2510,2020-08-11 14:00:00,4.4,1,295.41,14,293.83,295.39,1,Summer,1021.0,65.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2511,2511,2020-08-11 15:00:00,3.92,1,296.27,15,295.41,296.26,1,Summer,1020.0,62.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2512,2512,2020-08-11 16:00:00,3.92,1,296.41,16,296.27,296.38,1,Summer,1017.0,61.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2513,2513,2020-08-11 17:00:00,3.84,1,296.4,17,296.41,296.37,1,Summer,1017.0,61.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0
2514,2514,2020-08-11 18:00:00,3.68,1,294.92,18,296.4,294.82,1,Summer,1019.0,64.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0
2515,2515,2020-08-11 19:00:00,3.52,1,292.24,19,294.92,292.08,1,Summer,1018.0,72.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0
2516,2516,2020-08-11 20:00:00,5.12,1,289.78,20,292.24,289.54,1,Summer,1016.0,78.0,06:21:14.000000,20:10:57.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0
2517,2517,2020-08-11 21:00:00,5.44,1,288.65,21,289.78,288.47,1,Summer,1017.0,85.0,06:21:14.000000,20:10:57.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0
2518,2518,2020-08-11 22:00:00,5.28,1,288.36,22,288.65,288.18,1,Summer,1018.0,86.0,06:21:14.000000,20:10:57.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0
2519,2519,2020-08-11 23:00:00,5.36,1,288.05,23,288.36,287.87,1,Summer,1018.0,87.0,06:21:14.000000,20:10:57.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0
2520,2520,2020-08-12 00:00:00,5.28,2,287.79,0,288.05,287.61,1,Summer,1018.0,88.0,06:22:07.000000,20:09:42.000000,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2521,2521,2020-08-12 01:00:00,5.2,2,287.37,1,287.79,287.17,1,Summer,1018.0,89.0,06:22:07.000000,20:09:42.000000,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2522,2522,2020-08-12 02:00:00,5.12,2,287.24,2,287.37,287.05,1,Summer,1019.0,90.0,06:22:07.000000,20:09:42.000000,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2523,2523,2020-08-12 03:00:00,4.96,2,286.85,3,287.24,286.6,1,Summer,1018.0,89.0,06:22:07.000000,20:09:42.000000,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2524,2524,2020-08-12 04:00:00,4.96,2,286.67,4,286.85,286.43,1,Summer,1017.0,90.0,06:22:07.000000,20:09:42.000000,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2525,2525,2020-08-12 05:00:00,4.96,2,286.24,5,286.67,286.01,1,Summer,1017.0,92.0,06:22:07.000000,20:09:42.000000,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2526,2526,2020-08-12 06:00:00,4.32,2,286.1,6,286.24,285.85,1,Summer,1018.0,92.0,06:22:07.000000,20:09:42.000000,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2527,2527,2020-08-12 07:00:00,3.04,2,285.77,7,286.1,285.46,1,Summer,1018.0,91.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2528,2528,2020-08-12 08:00:00,3.6,2,285.84,8,285.77,285.54,1,Summer,1018.0,91.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2529,2529,2020-08-12 09:00:00,3.52,2,286.93,9,285.84,286.56,1,Summer,1019.0,84.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2530,2530,2020-08-12 10:00:00,4.16,2,289.47,10,286.93,289.09,1,Summer,1021.0,74.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2531,2531,2020-08-12 11:00:00,3.76,2,292.44,11,289.47,292.28,1,Summer,1014.0,71.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2532,2532,2020-08-12 12:00:00,3.76,2,295.75,12,292.44,295.66,1,Summer,1014.0,61.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2533,2533,2020-08-12 13:00:00,4.48,2,299.0,13,295.75,299.02,1,Summer,1020.0,53.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2534,2534,2020-08-12 14:00:00,4.08,2,301.35,14,299.0,301.46,1,Summer,1018.0,46.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2535,2535,2020-08-12 15:00:00,4.5600000000000005,2,302.04,15,301.35,301.83,1,Summer,1018.0,42.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2536,2536,2020-08-12 16:00:00,4.5600000000000005,2,302.26,16,302.04,301.96,1,Summer,1019.0,41.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2537,2537,2020-08-12 17:00:00,3.84,2,301.15,17,302.26,300.95,1,Summer,1018.0,42.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0
2538,2538,2020-08-12 18:00:00,3.6,2,300.14,18,301.15,300.16,1,Summer,1024.0,43.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0
2539,2539,2020-08-12 19:00:00,3.68,2,295.08,19,300.14,294.79,1,Summer,1020.0,56.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0
2540,2540,2020-08-12 20:00:00,5.44,2,291.86,20,295.08,291.46,1,Summer,1015.0,64.0,06:22:07.000000,20:09:42.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0
2541,2541,2020-08-12 21:00:00,5.68,2,289.39,21,291.86,288.95,1,Summer,1010.0,72.0,06:22:07.000000,20:09:42.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0
2542,2542,2020-08-12 22:00:00,5.44,2,287.74,22,289.39,287.24,1,Summer,1016.0,76.0,06:22:07.000000,20:09:42.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0
2543,2543,2020-08-12 23:00:00,5.5200000000000005,2,286.92,23,287.74,286.39,1,Summer,1017.0,78.0,06:22:07.000000,20:09:42.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0
2544,2544,2020-08-13 00:00:00,5.44,3,286.16,0,286.92,285.58,1,Summer,1016.0,79.0,06:23:01.000000,20:08:27.000000,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2545,2545,2020-08-13 01:00:00,5.28,3,285.42,1,286.16,284.79,1,Summer,1017.0,80.0,06:23:01.000000,20:08:27.000000,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2546,2546,2020-08-13 02:00:00,5.36,3,285.01,2,285.42,284.34,1,Summer,1018.0,80.0,06:23:01.000000,20:08:27.000000,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2547,2547,2020-08-13 03:00:00,5.44,3,285.12,3,285.01,284.28,1,Summer,1011.0,73.0,06:23:01.000000,20:08:27.000000,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2548,2548,2020-08-13 04:00:00,5.04,3,285.05,4,285.12,283.91,1,Summer,1012.0,62.0,06:23:01.000000,20:08:27.000000,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2549,2549,2020-08-13 05:00:00,5.04,3,284.92,5,285.05,283.35,1,Summer,1012.0,46.0,06:23:01.000000,20:08:27.000000,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2550,2550,2020-08-13 06:00:00,4.32,3,283.16,6,284.92,282.7,1,Summer,1012.0,95.0,06:23:01.000000,20:08:27.000000,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2551,2551,2020-08-13 07:00:00,3.0944000000000003,3,283.94,7,283.16,283.56,1,Summer,1013.0,95.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2552,2552,2020-08-13 08:00:00,3.3936,3,287.92,8,283.94,287.18,1,Summer,1012.0,66.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2553,2553,2020-08-13 09:00:00,3.992,3,291.95,9,287.92,291.64,1,Summer,1012.0,67.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2554,2554,2020-08-13 10:00:00,4.08,3,295.93,10,291.95,295.62,1,Summer,1018.0,52.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2555,2555,2020-08-13 11:00:00,3.84,3,300.26,11,295.93,300.09,1,Summer,1018.0,40.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2556,2556,2020-08-13 12:00:00,4.4,3,303.73,12,300.26,302.54,1,Summer,1017.0,31.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2557,2557,2020-08-13 13:00:00,4.08,3,306.54,13,303.73,305.08,1,Summer,1018.0,26.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2558,2558,2020-08-13 14:00:00,4.4,3,307.77,14,306.54,306.27,1,Summer,1017.0,24.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2559,2559,2020-08-13 15:00:00,4.88,3,308.33,15,307.77,306.66,1,Summer,1017.0,22.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2560,2560,2020-08-13 16:00:00,4.16,3,309.27,16,308.33,307.34,1,Summer,1017.0,19.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2561,2561,2020-08-13 17:00:00,3.68,3,307.45,17,309.27,305.53,1,Summer,1017.0,21.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0
2562,2562,2020-08-13 18:00:00,3.84,3,304.86,18,307.45,303.26,1,Summer,1018.0,26.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0
2563,2563,2020-08-13 19:00:00,4.08,3,302.24,19,304.86,301.22,1,Summer,1018.0,32.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0
2564,2564,2020-08-13 20:00:00,5.279999999999999,3,297.97,20,302.24,297.55,1,Summer,1019.0,40.0,06:23:01.000000,20:08:27.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0
2565,2565,2020-08-13 21:00:00,5.44,3,296.21,21,297.97,295.72,1,Summer,1017.0,44.0,06:23:01.000000,20:08:27.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0
2566,2566,2020-08-13 22:00:00,5.5200000000000005,3,294.32,22,296.21,293.8,1,Summer,1017.0,50.0,06:23:01.000000,20:08:27.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0
2567,2567,2020-08-13 23:00:00,5.44,3,292.83,23,294.32,292.32,1,Summer,1018.0,56.0,06:23:01.000000,20:08:27.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0
2568,2568,2020-08-14 00:00:00,5.44,4,291.9,0,292.83,291.4,1,Summer,1017.0,60.0,06:23:54.000000,20:07:10.000000,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2569,2569,2020-08-14 01:00:00,5.44,4,291.15,1,291.9,290.62,1,Summer,1017.0,62.0,06:23:54.000000,20:07:10.000000,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2570,2570,2020-08-14 02:00:00,5.44,4,290.3,2,291.15,289.79,1,Summer,1011.0,66.0,06:23:54.000000,20:07:10.000000,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2571,2571,2020-08-14 03:00:00,5.44,4,290.11,3,290.3,289.61,1,Summer,1011.0,67.0,06:23:54.000000,20:07:10.000000,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2572,2572,2020-08-14 04:00:00,5.44,4,289.6,4,290.11,289.1,1,Summer,1011.0,69.0,06:23:54.000000,20:07:10.000000,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2573,2573,2020-08-14 05:00:00,5.44,4,290.6,5,289.6,290.15,1,Summer,1011.0,67.0,06:23:54.000000,20:07:10.000000,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2574,2574,2020-08-14 06:00:00,4.64,4,290.33,6,290.6,289.88,1,Summer,1017.0,68.0,06:23:54.000000,20:07:10.000000,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2575,2575,2020-08-14 07:00:00,3.68,4,290.26,7,290.33,289.83,1,Summer,1012.0,69.0,06:23:54.000000,20:07:10.000000,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2576,2576,2020-08-14 08:00:00,3.68,4,292.07,8,290.26,291.64,1,Summer,1012.0,62.0,06:23:54.000000,20:07:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2577,2577,2020-08-14 09:00:00,3.84,4,295.44,9,292.07,295.08,1,Summer,1012.0,52.0,06:23:54.000000,20:07:10.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
