,index,Unnamed: 0,timestamp,hour,date,interval_kWh,weekday,temp,pressure,humidity,wind_speed,wind_deg,sunrise_pst,sunset_pst,workday,season,Sunlight,hour_before,sunlight_No,sunlight_Yes,workday_0,workday_1,season_Fall,season_Spring,season_Summer,season_Winter
0,0,0,2020-04-16 00:00:00,0,2020-04-16,32.879999999999995,3,283.71,1013.0,91.0,0.0,0.0,06:30:44.000000,19:49:33.000000,1,Spring,No,283.66,1,0,0,1,0,1,0,0
1,1,1,2020-04-16 01:00:00,1,2020-04-16,32.68,3,283.64,1013.0,94.0,0.0,0.0,06:30:44.000000,19:49:33.000000,1,Spring,No,283.71,1,0,0,1,0,1,0,0
2,2,2,2020-04-16 02:00:00,2,2020-04-16,33.0,3,283.67,1012.0,94.0,0.0,0.0,06:30:44.000000,19:49:33.000000,1,Spring,No,283.64,1,0,0,1,0,1,0,0
3,3,3,2020-04-16 03:00:00,3,2020-04-16,33.48,3,283.77,1012.0,95.0,0.0,0.0,06:30:44.000000,19:49:33.000000,1,Spring,No,283.67,1,0,0,1,0,1,0,0
4,4,4,2020-04-16 04:00:00,4,2020-04-16,33.16,3,284.29,1012.0,94.0,0.0,0.0,06:30:44.000000,19:49:33.000000,1,Spring,No,283.77,1,0,0,1,0,1,0,0
5,5,5,2020-04-16 05:00:00,5,2020-04-16,32.800000000000004,3,284.21,1011.0,94.0,0.0,0.0,06:30:44.000000,19:49:33.000000,1,Spring,No,284.29,1,0,0,1,0,1,0,0
6,6,6,2020-04-16 06:00:00,6,2020-04-16,30.8,3,284.46,1011.0,94.0,2.6,190.0,06:30:44.000000,19:49:33.000000,1,Spring,No,284.21,1,0,0,1,0,1,0,0
7,7,7,2020-04-16 07:00:00,7,2020-04-16,19.68,3,284.62,1012.0,92.0,0.0,0.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,284.46,0,1,0,1,0,1,0,0
8,8,8,2020-04-16 08:00:00,8,2020-04-16,24.08,3,285.27,1012.0,90.0,0.0,0.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,284.62,0,1,0,1,0,1,0,0
9,9,9,2020-04-16 09:00:00,9,2020-04-16,27.12,3,286.05,1012.0,89.0,3.1,170.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,285.27,0,1,0,1,0,1,0,0
10,10,10,2020-04-16 10:00:00,10,2020-04-16,26.92,3,287.35,1012.0,84.0,0.45,90.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,286.05,0,1,0,1,0,1,0,0
11,11,11,2020-04-16 11:00:00,11,2020-04-16,25.84,3,288.81,1012.0,79.0,1.34,21.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,287.35,0,1,0,1,0,1,0,0
12,12,12,2020-04-16 12:00:00,12,2020-04-16,25.64,3,290.06,1012.0,75.0,1.34,44.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,288.81,0,1,0,1,0,1,0,0
13,13,13,2020-04-16 13:00:00,13,2020-04-16,26.12,3,291.37,1012.0,70.0,0.89,8.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,290.06,0,1,0,1,0,1,0,0
14,14,14,2020-04-16 14:00:00,14,2020-04-16,25.64,3,294.12,1011.0,62.0,1.79,231.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,291.37,0,1,0,1,0,1,0,0
15,15,15,2020-04-16 15:00:00,15,2020-04-16,24.84,3,292.79,1011.0,66.0,2.24,250.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,294.12,0,1,0,1,0,1,0,0
16,16,16,2020-04-16 16:00:00,16,2020-04-16,23.08,3,290.1,1011.0,73.0,2.68,233.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,292.79,0,1,0,1,0,1,0,0
17,17,17,2020-04-16 17:00:00,17,2020-04-16,22.36,3,288.7,1011.0,77.0,3.13,292.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,290.1,0,1,0,1,0,1,0,0
18,18,18,2020-04-16 18:00:00,18,2020-04-16,22.64,3,287.32,1011.0,80.0,1.79,235.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,288.7,0,1,0,1,0,1,0,0
19,19,19,2020-04-16 19:00:00,19,2020-04-16,27.08,3,285.82,1011.0,85.0,2.24,237.0,06:30:44.000000,19:49:33.000000,1,Spring,Yes,287.32,0,1,0,1,0,1,0,0
20,20,20,2020-04-16 20:00:00,20,2020-04-16,36.88,3,285.17,1011.0,86.0,0.89,257.0,06:30:44.000000,19:49:33.000000,1,Spring,No,285.82,1,0,0,1,0,1,0,0
21,21,21,2020-04-16 21:00:00,21,2020-04-16,35.92,3,284.74,1011.0,88.0,1.34,257.0,06:30:44.000000,19:49:33.000000,1,Spring,No,285.17,1,0,0,1,0,1,0,0
22,22,22,2020-04-16 22:00:00,22,2020-04-16,35.68,3,284.55,1012.0,88.0,0.89,275.0,06:30:44.000000,19:49:33.000000,1,Spring,No,284.74,1,0,0,1,0,1,0,0
23,23,23,2020-04-16 23:00:00,23,2020-04-16,34.239999999999995,3,284.54,1011.0,87.0,0.45,269.0,06:30:44.000000,19:49:33.000000,1,Spring,No,284.55,1,0,0,1,0,1,0,0
24,24,24,2020-04-17 00:00:00,0,2020-04-17,32.2,4,284.29,1012.0,92.0,1.34,230.0,06:29:21.000000,19:50:29.000000,1,Spring,No,284.54,1,0,0,1,0,1,0,0
25,25,25,2020-04-17 01:00:00,1,2020-04-17,32.16,4,284.14,1012.0,92.0,0.45,258.0,06:29:21.000000,19:50:29.000000,1,Spring,No,284.29,1,0,0,1,0,1,0,0
26,26,26,2020-04-17 02:00:00,2,2020-04-17,32.16,4,284.03,1012.0,92.0,0.89,286.0,06:29:21.000000,19:50:29.000000,1,Spring,No,284.14,1,0,0,1,0,1,0,0
27,27,27,2020-04-17 03:00:00,3,2020-04-17,33.879999999999995,4,284.02,1012.0,93.0,0.0,0.0,06:29:21.000000,19:50:29.000000,1,Spring,No,284.03,1,0,0,1,0,1,0,0
28,28,28,2020-04-17 04:00:00,4,2020-04-17,32.52,4,283.84,1011.0,93.0,0.45,268.0,06:29:21.000000,19:50:29.000000,1,Spring,No,284.02,1,0,0,1,0,1,0,0
29,29,29,2020-04-17 05:00:00,5,2020-04-17,32.68,4,284.03,1012.0,94.0,0.0,0.0,06:29:21.000000,19:50:29.000000,1,Spring,No,283.84,1,0,0,1,0,1,0,0
30,30,30,2020-04-17 06:00:00,6,2020-04-17,30.56,4,284.03,1012.0,93.0,1.5,260.0,06:29:21.000000,19:50:29.000000,1,Spring,No,284.03,1,0,0,1,0,1,0,0
31,31,31,2020-04-17 07:00:00,7,2020-04-17,19.04,4,284.03,1012.0,91.0,0.0,0.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,284.03,0,1,0,1,0,1,0,0
32,32,32,2020-04-17 08:00:00,8,2020-04-17,23.28,4,284.61,1012.0,90.0,0.0,0.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,284.03,0,1,0,1,0,1,0,0
33,33,33,2020-04-17 09:00:00,9,2020-04-17,26.08,4,285.17,1013.0,87.0,1.34,212.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,284.61,0,1,0,1,0,1,0,0
34,34,34,2020-04-17 10:00:00,10,2020-04-17,25.96,4,286.08,1014.0,83.0,1.5,270.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,285.17,0,1,0,1,0,1,0,0
35,35,35,2020-04-17 11:00:00,11,2020-04-17,26.36,4,287.11,1014.0,79.0,0.89,216.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,286.08,0,1,0,1,0,1,0,0
36,36,36,2020-04-17 12:00:00,12,2020-04-17,26.28,4,288.01,1014.0,76.0,1.34,202.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,287.11,0,1,0,1,0,1,0,0
37,37,37,2020-04-17 13:00:00,13,2020-04-17,26.48,4,289.35,1013.0,72.0,0.89,302.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,288.01,0,1,0,1,0,1,0,0
38,38,38,2020-04-17 14:00:00,14,2020-04-17,25.6,4,289.78,1013.0,69.0,0.89,234.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,289.35,0,1,0,1,0,1,0,0
39,39,39,2020-04-17 15:00:00,15,2020-04-17,25.48,4,289.39,1013.0,69.0,0.89,257.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,289.78,0,1,0,1,0,1,0,0
40,40,40,2020-04-17 16:00:00,16,2020-04-17,24.88,4,288.79,1013.0,71.0,1.79,252.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,289.39,0,1,0,1,0,1,0,0
41,41,41,2020-04-17 17:00:00,17,2020-04-17,23.44,4,287.87,1013.0,72.0,2.68,202.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,288.79,0,1,0,1,0,1,0,0
42,42,42,2020-04-17 18:00:00,18,2020-04-17,23.4,4,287.24,1013.0,75.0,1.34,259.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,287.87,0,1,0,1,0,1,0,0
43,43,43,2020-04-17 19:00:00,19,2020-04-17,29.6,4,286.48,1014.0,77.0,0.45,259.0,06:29:21.000000,19:50:29.000000,1,Spring,Yes,287.24,0,1,0,1,0,1,0,0
44,44,44,2020-04-17 20:00:00,20,2020-04-17,38.4,4,286.09,1014.0,78.0,0.89,264.0,06:29:21.000000,19:50:29.000000,1,Spring,No,286.48,1,0,0,1,0,1,0,0
45,45,45,2020-04-17 21:00:00,21,2020-04-17,37.52,4,285.75,1014.0,80.0,0.89,261.0,06:29:21.000000,19:50:29.000000,1,Spring,No,286.09,1,0,0,1,0,1,0,0
46,46,46,2020-04-17 22:00:00,22,2020-04-17,36.32,4,285.26,1015.0,81.0,0.0,0.0,06:29:21.000000,19:50:29.000000,1,Spring,No,285.75,1,0,0,1,0,1,0,0
47,47,47,2020-04-17 23:00:00,23,2020-04-17,34.64,4,285.15,1015.0,82.0,0.0,0.0,06:29:21.000000,19:50:29.000000,1,Spring,No,285.26,1,0,0,1,0,1,0,0
48,48,48,2020-04-18 00:00:00,0,2020-04-18,33.28,5,285.14,1015.0,82.0,0.45,271.0,06:27:58.000000,19:51:26.000000,0,Spring,No,285.15,1,0,1,0,0,1,0,0
49,49,49,2020-04-18 01:00:00,1,2020-04-18,32.8,5,285.13,1015.0,82.0,0.45,269.0,06:27:58.000000,19:51:26.000000,0,Spring,No,285.14,1,0,1,0,0,1,0,0
50,50,50,2020-04-18 02:00:00,2,2020-04-18,33.52,5,285.05,1015.0,80.0,0.45,264.0,06:27:58.000000,19:51:26.000000,0,Spring,No,285.13,1,0,1,0,0,1,0,0
51,51,51,2020-04-18 03:00:00,3,2020-04-18,32.92,5,284.95,1015.0,82.0,0.0,0.0,06:27:58.000000,19:51:26.000000,0,Spring,No,285.05,1,0,1,0,0,1,0,0
52,52,52,2020-04-18 04:00:00,4,2020-04-18,33.0,5,284.73,1016.0,82.0,0.0,0.0,06:27:58.000000,19:51:26.000000,0,Spring,No,284.95,1,0,1,0,0,1,0,0
53,53,53,2020-04-18 05:00:00,5,2020-04-18,34.120000000000005,5,284.7,1016.0,81.0,0.0,0.0,06:27:58.000000,19:51:26.000000,0,Spring,No,284.73,1,0,1,0,0,1,0,0
54,54,54,2020-04-18 06:00:00,6,2020-04-18,30.52,5,284.5,1016.0,83.0,0.0,0.0,06:27:58.000000,19:51:26.000000,0,Spring,No,284.7,1,0,1,0,0,1,0,0
55,55,55,2020-04-18 07:00:00,7,2020-04-18,19.44,5,284.49,1016.0,83.0,0.0,0.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,284.5,0,1,1,0,0,1,0,0
56,56,56,2020-04-18 08:00:00,8,2020-04-18,21.880000000000003,5,285.35,1017.0,78.0,0.0,0.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,284.49,0,1,1,0,0,1,0,0
57,57,57,2020-04-18 09:00:00,9,2020-04-18,24.04,5,286.45,1017.0,72.0,0.45,257.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,285.35,0,1,1,0,0,1,0,0
58,58,58,2020-04-18 10:00:00,10,2020-04-18,24.44,5,287.14,1018.0,71.0,0.0,0.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,286.45,0,1,1,0,0,1,0,0
59,59,59,2020-04-18 11:00:00,11,2020-04-18,25.36,5,287.74,1018.0,70.0,0.45,233.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,287.14,0,1,1,0,0,1,0,0
60,60,60,2020-04-18 12:00:00,12,2020-04-18,25.4,5,288.44,1018.0,68.0,0.89,258.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,287.74,0,1,1,0,0,1,0,0
61,61,61,2020-04-18 13:00:00,13,2020-04-18,25.56,5,288.91,1018.0,68.0,0.45,251.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,288.44,0,1,1,0,0,1,0,0
62,62,62,2020-04-18 14:00:00,14,2020-04-18,25.8,5,288.83,1018.0,70.0,1.34,261.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,288.91,0,1,1,0,0,1,0,0
63,63,63,2020-04-18 15:00:00,15,2020-04-18,23.880000000000003,5,288.83,1018.0,71.0,1.79,238.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,288.83,0,1,1,0,0,1,0,0
64,64,64,2020-04-18 16:00:00,16,2020-04-18,23.6,5,288.93,1017.0,67.0,1.79,279.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,288.83,0,1,1,0,0,1,0,0
65,65,65,2020-04-18 17:00:00,17,2020-04-18,23.72,5,289.23,1017.0,63.0,2.24,238.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,288.93,0,1,1,0,0,1,0,0
66,66,66,2020-04-18 18:00:00,18,2020-04-18,22.880000000000003,5,288.65,1017.0,64.0,2.68,227.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,289.23,0,1,1,0,0,1,0,0
67,67,67,2020-04-18 19:00:00,19,2020-04-18,24.16,5,287.36,1017.0,68.0,1.34,279.0,06:27:58.000000,19:51:26.000000,0,Spring,Yes,288.65,0,1,1,0,0,1,0,0
68,68,68,2020-04-18 20:00:00,20,2020-04-18,35.879999999999995,5,285.43,1017.0,74.0,0.89,275.0,06:27:58.000000,19:51:26.000000,0,Spring,No,287.36,1,0,1,0,0,1,0,0
69,69,69,2020-04-18 21:00:00,21,2020-04-18,36.92,5,283.75,1017.0,81.0,1.5,340.0,06:27:58.000000,19:51:26.000000,0,Spring,No,285.43,1,0,1,0,0,1,0,0
70,70,70,2020-04-18 22:00:00,22,2020-04-18,37.2,5,282.43,1018.0,86.0,2.1,330.0,06:27:58.000000,19:51:26.000000,0,Spring,No,283.75,1,0,1,0,0,1,0,0
71,71,71,2020-04-18 23:00:00,23,2020-04-18,35.8,5,281.97,1018.0,86.0,0.0,0.0,06:27:58.000000,19:51:26.000000,0,Spring,No,282.43,1,0,1,0,0,1,0,0
72,72,72,2020-04-19 00:00:00,0,2020-04-19,33.52,6,280.78,1018.0,89.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,No,281.97,1,0,1,0,0,1,0,0
73,73,73,2020-04-19 01:00:00,1,2020-04-19,33.68,6,280.08,1018.0,89.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,No,280.78,1,0,1,0,0,1,0,0
74,74,74,2020-04-19 02:00:00,2,2020-04-19,33.32,6,279.54,1018.0,91.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,No,280.08,1,0,1,0,0,1,0,0
75,75,75,2020-04-19 03:00:00,3,2020-04-19,33.24,6,279.32,1017.0,94.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,No,279.54,1,0,1,0,0,1,0,0
76,76,76,2020-04-19 04:00:00,4,2020-04-19,34.12,6,279.06,1017.0,95.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,No,279.32,1,0,1,0,0,1,0,0
77,77,77,2020-04-19 05:00:00,5,2020-04-19,34.92,6,279.83,1017.0,95.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,No,279.06,1,0,1,0,0,1,0,0
78,78,78,2020-04-19 06:00:00,6,2020-04-19,32.28,6,280.23,1017.0,95.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,No,279.83,1,0,1,0,0,1,0,0
79,79,79,2020-04-19 07:00:00,7,2020-04-19,22.44,6,281.27,1017.0,93.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,280.23,0,1,1,0,0,1,0,0
80,80,80,2020-04-19 08:00:00,8,2020-04-19,23.44,6,282.34,1018.0,92.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,281.27,0,1,1,0,0,1,0,0
81,81,81,2020-04-19 09:00:00,9,2020-04-19,23.44,6,283.83,1018.0,92.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,282.34,0,1,1,0,0,1,0,0
82,82,82,2020-04-19 10:00:00,10,2020-04-19,24.36,6,285.41,1018.0,83.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,283.83,0,1,1,0,0,1,0,0
83,83,83,2020-04-19 11:00:00,11,2020-04-19,23.16,6,287.03,1019.0,74.0,0.89,262.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,285.41,0,1,1,0,0,1,0,0
84,84,84,2020-04-19 12:00:00,12,2020-04-19,23.24,6,287.75,1019.0,73.0,0.89,262.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,287.03,0,1,1,0,0,1,0,0
85,85,85,2020-04-19 13:00:00,13,2020-04-19,23.8,6,288.74,1018.0,71.0,0.0,0.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,287.75,0,1,1,0,0,1,0,0
86,86,86,2020-04-19 14:00:00,14,2020-04-19,23.64,6,289.06,1018.0,68.0,1.79,203.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,288.74,0,1,1,0,0,1,0,0
87,87,87,2020-04-19 15:00:00,15,2020-04-19,22.64,6,289.88,1017.0,66.0,1.79,274.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,289.06,0,1,1,0,0,1,0,0
88,88,88,2020-04-19 16:00:00,16,2020-04-19,22.12,6,290.22,1017.0,64.0,2.24,185.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,289.88,0,1,1,0,0,1,0,0
89,89,89,2020-04-19 17:00:00,17,2020-04-19,23.12,6,290.33,1017.0,62.0,1.34,268.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,290.22,0,1,1,0,0,1,0,0
90,90,90,2020-04-19 18:00:00,18,2020-04-19,22.84,6,289.93,1017.0,61.0,1.79,220.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,290.33,0,1,1,0,0,1,0,0
91,91,91,2020-04-19 19:00:00,19,2020-04-19,25.56,6,287.29,1017.0,71.0,1.79,237.0,06:26:36.000000,19:52:22.000000,0,Spring,Yes,289.93,0,1,1,0,0,1,0,0
92,92,92,2020-04-19 20:00:00,20,2020-04-19,36.400000000000006,6,285.59,1016.0,75.0,0.89,266.0,06:26:36.000000,19:52:22.000000,0,Spring,No,287.29,1,0,1,0,0,1,0,0
93,93,93,2020-04-19 21:00:00,21,2020-04-19,36.36,6,284.54,1017.0,81.0,0.45,254.0,06:26:36.000000,19:52:22.000000,0,Spring,No,285.59,1,0,1,0,0,1,0,0
94,94,94,2020-04-19 22:00:00,22,2020-04-19,36.0,6,284.34,1017.0,81.0,0.45,278.0,06:26:36.000000,19:52:22.000000,0,Spring,No,284.54,1,0,1,0,0,1,0,0
95,95,95,2020-04-19 23:00:00,23,2020-04-19,34.8,6,284.04,1017.0,81.0,1.34,237.0,06:26:36.000000,19:52:22.000000,0,Spring,No,284.34,1,0,1,0,0,1,0,0
96,96,96,2020-04-20 00:00:00,0,2020-04-20,33.04,0,283.64,1017.0,82.0,0.0,0.0,06:25:14.000000,19:53:19.000000,1,Spring,No,284.04,1,0,0,1,0,1,0,0
97,97,97,2020-04-20 01:00:00,1,2020-04-20,33.76,0,283.03,1017.0,86.0,0.0,0.0,06:25:14.000000,19:53:19.000000,1,Spring,No,283.64,1,0,0,1,0,1,0,0
98,98,98,2020-04-20 02:00:00,2,2020-04-20,34.0,0,283.19,1017.0,86.0,0.0,0.0,06:25:14.000000,19:53:19.000000,1,Spring,No,283.03,1,0,0,1,0,1,0,0
99,99,99,2020-04-20 03:00:00,3,2020-04-20,32.879999999999995,0,282.89,1017.0,88.0,0.0,0.0,06:25:14.000000,19:53:19.000000,1,Spring,No,283.19,1,0,0,1,0,1,0,0
100,100,100,2020-04-20 04:00:00,4,2020-04-20,33.04,0,282.96,1017.0,88.0,0.0,0.0,06:25:14.000000,19:53:19.000000,1,Spring,No,282.89,1,0,0,1,0,1,0,0
101,101,101,2020-04-20 05:00:00,5,2020-04-20,33.4,0,283.07,1017.0,88.0,0.45,276.0,06:25:14.000000,19:53:19.000000,1,Spring,No,282.96,1,0,0,1,0,1,0,0
102,102,102,2020-04-20 06:00:00,6,2020-04-20,31.36,0,283.59,1017.0,86.0,0.45,207.0,06:25:14.000000,19:53:19.000000,1,Spring,No,283.07,1,0,0,1,0,1,0,0
103,103,103,2020-04-20 07:00:00,7,2020-04-20,20.4,0,283.46,1017.0,90.0,0.0,0.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,283.59,0,1,0,1,0,1,0,0
104,104,104,2020-04-20 08:00:00,8,2020-04-20,22.96,0,284.22,1018.0,87.0,0.45,228.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,283.46,0,1,0,1,0,1,0,0
105,105,105,2020-04-20 09:00:00,9,2020-04-20,24.96,0,285.65,1019.0,87.0,1.34,264.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,284.22,0,1,0,1,0,1,0,0
106,106,106,2020-04-20 10:00:00,10,2020-04-20,26.4,0,286.49,1019.0,80.0,1.79,265.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,285.65,0,1,0,1,0,1,0,0
107,107,107,2020-04-20 11:00:00,11,2020-04-20,25.48,0,287.73,1020.0,76.0,1.79,251.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,286.49,0,1,0,1,0,1,0,0
108,108,108,2020-04-20 12:00:00,12,2020-04-20,25.88,0,289.35,1020.0,69.0,2.68,230.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,287.73,0,1,0,1,0,1,0,0
109,109,109,2020-04-20 13:00:00,13,2020-04-20,26.6,0,290.63,1020.0,65.0,3.58,238.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,289.35,0,1,0,1,0,1,0,0
110,110,110,2020-04-20 14:00:00,14,2020-04-20,25.72,0,290.4,1019.0,64.0,2.68,255.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,290.63,0,1,0,1,0,1,0,0
111,111,111,2020-04-20 15:00:00,15,2020-04-20,25.840000000000003,0,290.18,1019.0,66.0,3.58,216.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,290.4,0,1,0,1,0,1,0,0
112,112,112,2020-04-20 16:00:00,16,2020-04-20,24.24,0,289.95,1019.0,68.0,3.58,252.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,290.18,0,1,0,1,0,1,0,0
113,113,113,2020-04-20 17:00:00,17,2020-04-20,22.72,0,288.36,1019.0,70.0,2.68,266.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,289.95,0,1,0,1,0,1,0,0
114,114,114,2020-04-20 18:00:00,18,2020-04-20,22.72,0,287.29,1019.0,73.0,2.24,271.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,288.36,0,1,0,1,0,1,0,0
115,115,115,2020-04-20 19:00:00,19,2020-04-20,24.0,0,286.95,1019.0,77.0,1.79,285.0,06:25:14.000000,19:53:19.000000,1,Spring,Yes,287.29,0,1,0,1,0,1,0,0
116,116,116,2020-04-20 20:00:00,20,2020-04-20,35.52,0,285.01,1020.0,83.0,2.24,250.0,06:25:14.000000,19:53:19.000000,1,Spring,No,286.95,1,0,0,1,0,1,0,0
117,117,117,2020-04-20 21:00:00,21,2020-04-20,36.44,0,283.92,1020.0,89.0,0.45,272.0,06:25:14.000000,19:53:19.000000,1,Spring,No,285.01,1,0,0,1,0,1,0,0
118,118,118,2020-04-20 22:00:00,22,2020-04-20,36.32,0,283.21,1020.0,90.0,0.0,0.0,06:25:14.000000,19:53:19.000000,1,Spring,No,283.92,1,0,0,1,0,1,0,0
119,119,119,2020-04-20 23:00:00,23,2020-04-20,34.52,0,282.28,1020.0,92.0,1.5,10.0,06:25:14.000000,19:53:19.000000,1,Spring,No,283.21,1,0,0,1,0,1,0,0
120,120,120,2020-04-21 00:00:00,0,2020-04-21,33.04,1,282.01,1021.0,93.0,0.0,0.0,06:23:54.000000,19:54:16.000000,1,Spring,No,282.28,1,0,0,1,0,1,0,0
121,121,121,2020-04-21 01:00:00,1,2020-04-21,33.36,1,281.29,1021.0,94.0,0.0,0.0,06:23:54.000000,19:54:16.000000,1,Spring,No,282.01,1,0,0,1,0,1,0,0
122,122,122,2020-04-21 02:00:00,2,2020-04-21,33.52,1,281.43,1021.0,94.0,0.0,0.0,06:23:54.000000,19:54:16.000000,1,Spring,No,281.29,1,0,0,1,0,1,0,0
123,123,123,2020-04-21 03:00:00,3,2020-04-21,33.44,1,280.92,1021.0,94.0,0.0,0.0,06:23:54.000000,19:54:16.000000,1,Spring,No,281.43,1,0,0,1,0,1,0,0
124,124,124,2020-04-21 04:00:00,4,2020-04-21,34.36,1,280.44,1021.0,95.0,0.0,0.0,06:23:54.000000,19:54:16.000000,1,Spring,No,280.92,1,0,0,1,0,1,0,0
125,125,125,2020-04-21 05:00:00,5,2020-04-21,35.0,1,279.61,1021.0,95.0,0.0,0.0,06:23:54.000000,19:54:16.000000,1,Spring,No,280.44,1,0,0,1,0,1,0,0
126,126,126,2020-04-21 06:00:00,6,2020-04-21,26.52,1,279.46,1022.0,96.0,2.1,320.0,06:23:54.000000,19:54:16.000000,1,Spring,No,279.61,1,0,0,1,0,1,0,0
127,127,127,2020-04-21 07:00:00,7,2020-04-21,20.28,1,279.89,1022.0,96.0,0.45,271.0,06:23:54.000000,19:54:16.000000,1,Spring,Yes,279.46,0,1,0,1,0,1,0,0
128,128,128,2020-04-21 08:00:00,8,2020-04-21,24.04,1,282.94,1023.0,95.0,1.5,260.0,06:23:54.000000,19:54:16.000000,1,Spring,Yes,279.89,0,1,0,1,0,1,0,0
129,129,129,2020-04-21 09:00:00,9,2020-04-21,25.8,1,285.43,1024.0,87.0,4.1,270.0,06:23:54.000000,19:54:16.000000,1,Spring,Yes,282.94,0,1,0,1,0,1,0,0
130,130,130,2020-04-21 10:00:00,10,2020-04-21,27.0,1,288.68,1023.0,74.0,1.79,259.0,06:23:54.000000,19:54:16.000000,1,Spring,Yes,285.43,0,1,0,1,0,1,0,0
131,131,131,2020-04-21 11:00:00,11,2020-04-21,27.0,1,290.63,1023.0,68.0,0.89,296.0,06:23:54.000000,19:54:16.000000,1,Spring,Yes,288.68,0,1,0,1,0,1,0,0
132,132,132,2020-04-21 12:00:00,12,2020-04-21,27.4,1,292.07,1023.0,64.0,1.79,279.0,06:23:54.000000,19:54:16.000000,1,Spring,Yes,290.63,0,1,0,1,0,1,0,0
133,133,133,2020-04-21 13:00:00,13,2020-04-21,25.56,1,293.49,1023.0,60.0,1.79,262.0,06:23:54.000000,19:54:16.000000,1,Spring,Yes,292.07,0,1,0,1,0,1,0,0
134,134,134,2020-04-21 14:00:00,14,2020-04-21,25.6,1,294.51,1023.0,57.0,3.13,231.0,06:23:54.000000,19:54:16.000000,1,Spring,Yes,293.49,0,1,0,1,0,1,0,0
