,index,Unnamed: 0,timestamp,hour,date,interval_kWh,weekday,temp,pressure,humidity,wind_speed,wind_deg,sunrise_pst,sunset_pst,workday,season,Sunlight,hour_before,sunlight_No,sunlight_Yes,workday_0,workday_1,season_Fall,season_Spring,season_Summer,season_Winter
7461,7461,7461,2021-02-13 06:00:00,6,2021-02-13,27.4,5,283.7,1015.0,93.0,1.79,224.0,08:01:01.000000,18:48:22.000000,0,Winter,No,283.26,1,0,1,0,0,0,0,1
7462,7462,7462,2021-02-13 07:00:00,7,2021-02-13,21.4,5,283.98,1015.0,94.0,0.45,264.0,08:01:01.000000,18:48:22.000000,0,Winter,No,283.7,1,0,1,0,0,0,0,1
7463,7463,7463,2021-02-13 07:00:00,7,2021-02-13,21.4,5,283.98,1015.0,94.0,0.45,264.0,08:01:01.000000,18:48:22.000000,0,Winter,No,283.98,1,0,1,0,0,0,0,1
7464,7464,7464,2021-02-13 08:00:00,8,2021-02-13,21.24,5,284.43,1014.0,96.0,3.13,231.0,08:01:01.000000,18:48:22.000000,0,Winter,No,283.98,1,0,1,0,0,0,0,1
7465,7465,7465,2021-02-13 08:00:00,8,2021-02-13,21.24,5,284.43,1014.0,96.0,3.13,231.0,08:01:01.000000,18:48:22.000000,0,Winter,No,284.43,1,0,1,0,0,0,0,1
7466,7466,7466,2021-02-13 09:00:00,9,2021-02-13,22.56,5,284.16,1015.0,92.0,2.68,261.0,08:01:01.000000,18:48:22.000000,0,Winter,Yes,284.43,0,1,1,0,0,0,0,1
7467,7467,7467,2021-02-13 10:00:00,10,2021-02-13,21.28,5,285.36,1015.0,86.0,2.68,272.0,08:01:01.000000,18:48:22.000000,0,Winter,Yes,284.16,0,1,1,0,0,0,0,1
7468,7468,7468,2021-02-13 11:00:00,11,2021-02-13,21.44,5,286.88,1016.0,73.0,4.02,274.0,08:01:01.000000,18:48:22.000000,0,Winter,Yes,285.36,0,1,1,0,0,0,0,1
7469,7469,7469,2021-02-13 12:00:00,12,2021-02-13,22.68,5,287.51,1016.0,69.0,2.24,261.0,08:01:01.000000,18:48:22.000000,0,Winter,Yes,286.88,0,1,1,0,0,0,0,1
7470,7470,7470,2021-02-13 13:00:00,13,2021-02-13,22.8,5,288.65,1017.0,65.0,3.13,282.0,08:01:01.000000,18:48:22.000000,0,Winter,Yes,287.51,0,1,1,0,0,0,0,1
7471,7471,7471,2021-02-13 14:00:00,14,2021-02-13,23.36,5,289.52,1016.0,58.0,1.79,283.0,08:01:01.000000,18:48:22.000000,0,Winter,Yes,288.65,0,1,1,0,0,0,0,1
7472,7472,7472,2021-02-13 15:00:00,15,2021-02-13,23.96,5,289.88,1015.0,57.0,3.13,269.0,08:01:01.000000,18:48:22.000000,0,Winter,Yes,289.52,0,1,1,0,0,0,0,1
7473,7473,7473,2021-02-13 16:00:00,16,2021-02-13,23.52,5,289.18,1015.0,60.0,2.68,275.0,08:01:01.000000,18:48:22.000000,0,Winter,Yes,289.88,0,1,1,0,0,0,0,1
7474,7474,7474,2021-02-13 17:00:00,17,2021-02-13,21.96,5,288.04,1016.0,64.0,3.58,216.0,08:01:01.000000,18:48:22.000000,0,Winter,Yes,289.18,0,1,1,0,0,0,0,1
7475,7475,7475,2021-02-13 18:00:00,18,2021-02-13,29.24,5,287.11,1015.0,68.0,2.24,226.0,08:01:01.000000,18:48:22.000000,0,Winter,Yes,288.04,0,1,1,0,0,0,0,1
7476,7476,7476,2021-02-13 19:00:00,19,2021-02-13,29.56,5,284.56,1015.0,77.0,2.68,274.0,08:01:01.000000,18:48:22.000000,0,Winter,No,287.11,1,0,1,0,0,0,0,1
7477,7477,7477,2021-02-13 20:00:00,20,2021-02-13,29.24,5,283.66,1016.0,78.0,1.79,278.0,08:01:01.000000,18:48:22.000000,0,Winter,No,284.56,1,0,1,0,0,0,0,1
7478,7478,7478,2021-02-13 21:00:00,21,2021-02-13,28.04,5,282.47,1016.0,79.0,1.79,276.0,08:01:01.000000,18:48:22.000000,0,Winter,No,283.66,1,0,1,0,0,0,0,1
7479,7479,7479,2021-02-13 22:00:00,22,2021-02-13,27.52,5,282.13,1017.0,78.0,0.89,255.0,08:01:01.000000,18:48:22.000000,0,Winter,No,282.47,1,0,1,0,0,0,0,1
7480,7480,7480,2021-02-13 23:00:00,23,2021-02-13,26.24,5,281.3,1017.0,80.0,0.45,269.0,08:01:01.000000,18:48:22.000000,0,Winter,No,282.13,1,0,1,0,0,0,0,1
7481,7481,7481,2021-02-14 00:00:00,0,2021-02-14,26.44,6,281.14,1017.0,81.0,0.89,275.0,07:59:50.000000,18:49:28.000000,0,Winter,No,281.3,1,0,1,0,0,0,0,1
7482,7482,7482,2021-02-14 01:00:00,1,2021-02-14,26.2,6,280.22,1017.0,83.0,1.34,266.0,07:59:50.000000,18:49:28.000000,0,Winter,No,281.14,1,0,1,0,0,0,0,1
7483,7483,7483,2021-02-14 02:00:00,2,2021-02-14,28.12,6,280.37,1018.0,82.0,1.34,243.0,07:59:50.000000,18:49:28.000000,0,Winter,No,280.22,1,0,1,0,0,0,0,1
7484,7484,7484,2021-02-14 03:00:00,3,2021-02-14,26.48,6,279.89,1018.0,86.0,2.24,282.0,07:59:50.000000,18:49:28.000000,0,Winter,No,280.37,1,0,1,0,0,0,0,1
7485,7485,7485,2021-02-14 04:00:00,4,2021-02-14,26.32,6,279.56,1018.0,87.0,0.89,275.0,07:59:50.000000,18:49:28.000000,0,Winter,No,279.89,1,0,1,0,0,0,0,1
7486,7486,7486,2021-02-14 05:00:00,5,2021-02-14,27.04,6,279.79,1018.0,85.0,1.54,280.0,07:59:50.000000,18:49:28.000000,0,Winter,No,279.56,1,0,1,0,0,0,0,1
7487,7487,7487,2021-02-14 06:00:00,6,2021-02-14,26.68,6,279.89,1017.0,85.0,1.54,250.0,07:59:50.000000,18:49:28.000000,0,Winter,No,279.79,1,0,1,0,0,0,0,1
7488,7488,7488,2021-02-14 07:00:00,7,2021-02-14,23.32,6,280.26,1018.0,84.0,2.06,270.0,07:59:50.000000,18:49:28.000000,0,Winter,No,279.89,1,0,1,0,0,0,0,1
7489,7489,7489,2021-02-14 08:00:00,8,2021-02-14,20.88,6,280.45,1018.0,84.0,2.57,270.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,280.26,0,1,1,0,0,0,0,1
7490,7490,7490,2021-02-14 09:00:00,9,2021-02-14,21.12,6,281.1,1018.0,83.0,0.0,0.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,280.45,0,1,1,0,0,0,0,1
7491,7491,7491,2021-02-14 10:00:00,10,2021-02-14,22.44,6,282.3,1018.0,81.0,0.0,0.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,281.1,0,1,1,0,0,0,0,1
7492,7492,7492,2021-02-14 11:00:00,11,2021-02-14,22.8,6,283.37,1019.0,75.0,0.89,282.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,282.3,0,1,1,0,0,0,0,1
7493,7493,7493,2021-02-14 12:00:00,12,2021-02-14,24.76,6,284.61,1019.0,71.0,0.89,278.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,283.37,0,1,1,0,0,0,0,1
7494,7494,7494,2021-02-14 13:00:00,13,2021-02-14,22.4,6,285.86,1019.0,66.0,0.0,0.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,284.61,0,1,1,0,0,0,0,1
7495,7495,7495,2021-02-14 14:00:00,14,2021-02-14,23.24,6,286.32,1019.0,57.0,0.0,0.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,285.86,0,1,1,0,0,0,0,1
7496,7496,7496,2021-02-14 15:00:00,15,2021-02-14,22.200000000000003,6,287.22,1019.0,54.0,3.09,230.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,286.32,0,1,1,0,0,0,0,1
7497,7497,7497,2021-02-14 16:00:00,16,2021-02-14,21.36,6,285.08,1019.0,75.0,2.06,0.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,287.22,0,1,1,0,0,0,0,1
7498,7498,7498,2021-02-14 17:00:00,17,2021-02-14,26.16,6,284.08,1018.0,88.0,0.0,0.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,285.08,0,1,1,0,0,0,0,1
7499,7499,7499,2021-02-14 17:00:00,17,2021-02-14,26.16,6,284.08,1018.0,88.0,0.0,0.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,284.08,0,1,1,0,0,0,0,1
7500,7500,7500,2021-02-14 18:00:00,18,2021-02-14,28.32,6,283.84,1017.0,92.0,0.0,0.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,284.08,0,1,1,0,0,0,0,1
7501,7501,7501,2021-02-14 18:00:00,18,2021-02-14,28.32,6,283.84,1017.0,92.0,0.0,0.0,07:59:50.000000,18:49:28.000000,0,Winter,Yes,283.84,0,1,1,0,0,0,0,1
7502,7502,7502,2021-02-14 19:00:00,19,2021-02-14,28.68,6,283.69,1017.0,95.0,0.0,0.0,07:59:50.000000,18:49:28.000000,0,Winter,No,283.84,1,0,1,0,0,0,0,1
7503,7503,7503,2021-02-14 19:00:00,19,2021-02-14,28.68,6,283.69,1017.0,95.0,0.0,0.0,07:59:50.000000,18:49:28.000000,0,Winter,No,283.69,1,0,1,0,0,0,0,1
7504,7504,7504,2021-02-14 20:00:00,20,2021-02-14,28.76,6,283.53,1018.0,96.0,0.89,127.0,07:59:50.000000,18:49:28.000000,0,Winter,No,283.69,1,0,1,0,0,0,0,1
7505,7505,7505,2021-02-14 20:00:00,20,2021-02-14,28.76,6,283.53,1018.0,96.0,0.89,127.0,07:59:50.000000,18:49:28.000000,0,Winter,No,283.53,1,0,1,0,0,0,0,1
7506,7506,7506,2021-02-14 21:00:00,21,2021-02-14,27.56,6,283.62,1018.0,96.0,0.45,75.0,07:59:50.000000,18:49:28.000000,0,Winter,No,283.53,1,0,1,0,0,0,0,1
7507,7507,7507,2021-02-14 21:00:00,21,2021-02-14,27.56,6,283.62,1018.0,96.0,0.45,75.0,07:59:50.000000,18:49:28.000000,0,Winter,No,283.62,1,0,1,0,0,0,0,1
7508,7508,7508,2021-02-14 22:00:00,22,2021-02-14,26.84,6,283.63,1018.0,97.0,0.45,119.0,07:59:50.000000,18:49:28.000000,0,Winter,No,283.62,1,0,1,0,0,0,0,1
7509,7509,7509,2021-02-14 22:00:00,22,2021-02-14,26.84,6,283.63,1018.0,97.0,0.45,119.0,07:59:50.000000,18:49:28.000000,0,Winter,No,283.63,1,0,1,0,0,0,0,1
7510,7510,7510,2021-02-14 23:00:00,23,2021-02-14,26.2,6,283.51,1018.0,97.0,0.45,58.0,07:59:50.000000,18:49:28.000000,0,Winter,No,283.63,1,0,1,0,0,0,0,1
7511,7511,7511,2021-02-14 23:00:00,23,2021-02-14,26.2,6,283.51,1018.0,97.0,0.45,58.0,07:59:50.000000,18:49:28.000000,0,Winter,No,283.51,1,0,1,0,0,0,0,1
7512,7512,7512,2021-02-15 00:00:00,0,2021-02-15,26.28,0,283.45,1018.0,97.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.51,1,0,1,0,0,0,0,1
7513,7513,7513,2021-02-15 00:00:00,0,2021-02-15,26.28,0,283.45,1018.0,97.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.45,1,0,1,0,0,0,0,1
7514,7514,7514,2021-02-15 01:00:00,1,2021-02-15,26.12,0,283.41,1018.0,97.0,0.45,34.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.45,1,0,1,0,0,0,0,1
7515,7515,7515,2021-02-15 01:00:00,1,2021-02-15,26.12,0,283.41,1018.0,97.0,0.45,34.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.41,1,0,1,0,0,0,0,1
7516,7516,7516,2021-02-15 02:00:00,2,2021-02-15,26.32,0,283.27,1017.0,97.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.41,1,0,1,0,0,0,0,1
7517,7517,7517,2021-02-15 02:00:00,2,2021-02-15,26.32,0,283.27,1017.0,97.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.27,1,0,1,0,0,0,0,1
7518,7518,7518,2021-02-15 03:00:00,3,2021-02-15,27.2,0,283.42,1018.0,97.0,1.54,70.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.27,1,0,1,0,0,0,0,1
7519,7519,7519,2021-02-15 03:00:00,3,2021-02-15,27.2,0,283.42,1018.0,97.0,1.54,70.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.42,1,0,1,0,0,0,0,1
7520,7520,7520,2021-02-15 04:00:00,4,2021-02-15,26.92,0,283.7,1017.0,98.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.42,1,0,1,0,0,0,0,1
7521,7521,7521,2021-02-15 04:00:00,4,2021-02-15,26.92,0,283.7,1017.0,98.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.7,1,0,1,0,0,0,0,1
7522,7522,7522,2021-02-15 05:00:00,5,2021-02-15,27.04,0,283.97,1017.0,98.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.7,1,0,1,0,0,0,0,1
7523,7523,7523,2021-02-15 05:00:00,5,2021-02-15,27.04,0,283.97,1017.0,98.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.97,1,0,1,0,0,0,0,1
7524,7524,7524,2021-02-15 06:00:00,6,2021-02-15,26.6,0,284.41,1017.0,98.0,2.06,260.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.97,1,0,1,0,0,0,0,1
7525,7525,7525,2021-02-15 06:00:00,6,2021-02-15,26.6,0,284.41,1017.0,98.0,2.06,260.0,07:58:38.000000,18:50:34.000000,0,Winter,No,284.41,1,0,1,0,0,0,0,1
7526,7526,7526,2021-02-15 07:00:00,7,2021-02-15,24.56,0,284.41,1017.0,98.0,1.54,240.0,07:58:38.000000,18:50:34.000000,0,Winter,No,284.41,1,0,1,0,0,0,0,1
7527,7527,7527,2021-02-15 07:00:00,7,2021-02-15,24.56,0,284.41,1017.0,98.0,1.54,240.0,07:58:38.000000,18:50:34.000000,0,Winter,No,284.41,1,0,1,0,0,0,0,1
7528,7528,7528,2021-02-15 08:00:00,8,2021-02-15,22.16,0,284.56,1016.0,98.0,2.06,260.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,284.41,0,1,1,0,0,0,0,1
7529,7529,7529,2021-02-15 08:00:00,8,2021-02-15,22.16,0,284.56,1016.0,98.0,2.06,260.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,284.56,0,1,1,0,0,0,0,1
7530,7530,7530,2021-02-15 09:00:00,9,2021-02-15,20.84,0,284.8,1017.0,97.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,284.56,0,1,1,0,0,0,0,1
7531,7531,7531,2021-02-15 09:00:00,9,2021-02-15,20.84,0,284.8,1017.0,97.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,284.8,0,1,1,0,0,0,0,1
7532,7532,7532,2021-02-15 10:00:00,10,2021-02-15,22.84,0,285.43,1017.0,98.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,284.8,0,1,1,0,0,0,0,1
7533,7533,7533,2021-02-15 10:00:00,10,2021-02-15,22.84,0,285.43,1017.0,98.0,0.0,0.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,285.43,0,1,1,0,0,0,0,1
7534,7534,7534,2021-02-15 11:00:00,11,2021-02-15,23.0,0,286.53,1017.0,95.0,1.79,220.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,285.43,0,1,1,0,0,0,0,1
7535,7535,7535,2021-02-15 12:00:00,12,2021-02-15,23.8,0,287.29,1018.0,92.0,1.34,219.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,286.53,0,1,1,0,0,0,0,1
7536,7536,7536,2021-02-15 13:00:00,13,2021-02-15,22.8,0,287.95,1018.0,90.0,3.58,259.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,287.29,0,1,1,0,0,0,0,1
7537,7537,7537,2021-02-15 14:00:00,14,2021-02-15,23.36,0,288.71,1017.0,84.0,2.68,185.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,287.95,0,1,1,0,0,0,0,1
7538,7538,7538,2021-02-15 15:00:00,15,2021-02-15,23.56,0,287.85,1016.0,83.0,3.58,262.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,288.71,0,1,1,0,0,0,0,1
7539,7539,7539,2021-02-15 16:00:00,16,2021-02-15,23.96,0,288.44,1016.0,78.0,2.68,240.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,287.85,0,1,1,0,0,0,0,1
7540,7540,7540,2021-02-15 17:00:00,17,2021-02-15,23.56,0,287.86,1017.0,78.0,3.13,217.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,288.44,0,1,1,0,0,0,0,1
7541,7541,7541,2021-02-15 18:00:00,18,2021-02-15,28.44,0,286.5,1017.0,85.0,2.68,210.0,07:58:38.000000,18:50:34.000000,0,Winter,Yes,287.86,0,1,1,0,0,0,0,1
7542,7542,7542,2021-02-15 19:00:00,19,2021-02-15,28.56,0,285.22,1017.0,86.0,2.24,250.0,07:58:38.000000,18:50:34.000000,0,Winter,No,286.5,1,0,1,0,0,0,0,1
7543,7543,7543,2021-02-15 20:00:00,20,2021-02-15,28.520000000000003,0,283.8,1018.0,90.0,0.89,272.0,07:58:38.000000,18:50:34.000000,0,Winter,No,285.22,1,0,1,0,0,0,0,1
7544,7544,7544,2021-02-15 21:00:00,21,2021-02-15,27.92,0,282.96,1019.0,92.0,0.45,233.0,07:58:38.000000,18:50:34.000000,0,Winter,No,283.8,1,0,1,0,0,0,0,1
7545,7545,7545,2021-02-15 22:00:00,22,2021-02-15,27.32,0,282.02,1018.0,92.0,2.06,300.0,07:58:38.000000,18:50:34.000000,0,Winter,No,282.96,1,0,1,0,0,0,0,1
7546,7546,7546,2021-02-15 23:00:00,23,2021-02-15,26.52,0,281.74,1019.0,88.0,2.57,280.0,07:58:38.000000,18:50:34.000000,0,Winter,No,282.02,1,0,1,0,0,0,0,1
7547,7547,7547,2021-02-16 00:00:00,0,2021-02-16,26.4,1,280.85,1019.0,89.0,0.45,275.0,07:57:25.000000,18:51:39.000000,1,Winter,No,281.74,1,0,0,1,0,0,0,1
7548,7548,7548,2021-02-16 01:00:00,1,2021-02-16,26.32,1,280.96,1020.0,89.0,1.79,269.0,07:57:25.000000,18:51:39.000000,1,Winter,No,280.85,1,0,0,1,0,0,0,1
7549,7549,7549,2021-02-16 02:00:00,2,2021-02-16,26.880000000000003,1,281.14,1020.0,86.0,1.79,258.0,07:57:25.000000,18:51:39.000000,1,Winter,No,280.96,1,0,0,1,0,0,0,1
7550,7550,7550,2021-02-16 03:00:00,3,2021-02-16,26.04,1,281.01,1020.0,88.0,0.89,261.0,07:57:25.000000,18:51:39.000000,1,Winter,No,281.14,1,0,0,1,0,0,0,1
7551,7551,7551,2021-02-16 04:00:00,4,2021-02-16,27.08,1,279.9,1020.0,89.0,1.34,265.0,07:57:25.000000,18:51:39.000000,1,Winter,No,281.01,1,0,0,1,0,0,0,1
7552,7552,7552,2021-02-16 05:00:00,5,2021-02-16,27.12,1,279.05,1020.0,90.0,0.89,281.0,07:57:25.000000,18:51:39.000000,1,Winter,No,279.9,1,0,0,1,0,0,0,1
7553,7553,7553,2021-02-16 06:00:00,6,2021-02-16,27.32,1,277.97,1020.0,94.0,0.45,247.0,07:57:25.000000,18:51:39.000000,1,Winter,No,279.05,1,0,0,1,0,0,0,1
7554,7554,7554,2021-02-16 07:00:00,7,2021-02-16,21.68,1,278.17,1021.0,91.0,2.06,0.0,07:57:25.000000,18:51:39.000000,1,Winter,No,277.97,1,0,0,1,0,0,0,1
7555,7555,7555,2021-02-16 08:00:00,8,2021-02-16,21.8,1,278.1,1021.0,91.0,0.0,0.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,278.17,0,1,0,1,0,0,0,1
7556,7556,7556,2021-02-16 09:00:00,9,2021-02-16,22.88,1,279.01,1021.0,90.0,0.45,274.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,278.1,0,1,0,1,0,0,0,1
7557,7557,7557,2021-02-16 10:00:00,10,2021-02-16,23.8,1,281.64,1022.0,85.0,1.34,278.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,279.01,0,1,0,1,0,0,0,1
7558,7558,7558,2021-02-16 11:00:00,11,2021-02-16,23.36,1,284.0,1022.0,77.0,1.34,278.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,281.64,0,1,0,1,0,0,0,1
7559,7559,7559,2021-02-16 12:00:00,12,2021-02-16,23.52,1,285.1,1022.0,72.0,1.79,295.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,284.0,0,1,0,1,0,0,0,1
7560,7560,7560,2021-02-16 13:00:00,13,2021-02-16,24.12,1,286.42,1022.0,69.0,1.34,262.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,285.1,0,1,0,1,0,0,0,1
7561,7561,7561,2021-02-16 14:00:00,14,2021-02-16,24.4,1,287.58,1021.0,65.0,1.79,268.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,286.42,0,1,0,1,0,0,0,1
7562,7562,7562,2021-02-16 15:00:00,15,2021-02-16,25.84,1,288.15,1020.0,65.0,2.68,214.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,287.58,0,1,0,1,0,0,0,1
7563,7563,7563,2021-02-16 16:00:00,16,2021-02-16,24.52,1,288.24,1020.0,67.0,2.68,266.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,288.15,0,1,0,1,0,0,0,1
7564,7564,7564,2021-02-16 17:00:00,17,2021-02-16,23.0,1,287.66,1019.0,69.0,2.68,278.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,288.24,0,1,0,1,0,0,0,1
7565,7565,7565,2021-02-16 18:00:00,18,2021-02-16,28.76,1,286.71,1019.0,72.0,2.24,257.0,07:57:25.000000,18:51:39.000000,1,Winter,Yes,287.66,0,1,0,1,0,0,0,1
7566,7566,7566,2021-02-16 19:00:00,19,2021-02-16,29.56,1,284.56,1019.0,80.0,0.89,252.0,07:57:25.000000,18:51:39.000000,1,Winter,No,286.71,1,0,0,1,0,0,0,1
7567,7567,7567,2021-02-16 20:00:00,20,2021-02-16,29.04,1,283.28,1020.0,84.0,0.0,0.0,07:57:25.000000,18:51:39.000000,1,Winter,No,284.56,1,0,0,1,0,0,0,1
7568,7568,7568,2021-02-16 21:00:00,21,2021-02-16,28.28,1,282.1,1020.0,87.0,0.45,250.0,07:57:25.000000,18:51:39.000000,1,Winter,No,283.28,1,0,0,1,0,0,0,1
7569,7569,7569,2021-02-16 22:00:00,22,2021-02-16,27.68,1,281.27,1020.0,90.0,1.54,280.0,07:57:25.000000,18:51:39.000000,1,Winter,No,282.1,1,0,0,1,0,0,0,1
7570,7570,7570,2021-02-16 23:00:00,23,2021-02-16,27.32,1,280.54,1020.0,92.0,0.45,247.0,07:57:25.000000,18:51:39.000000,1,Winter,No,281.27,1,0,0,1,0,0,0,1
7571,7571,7571,2021-02-17 00:00:00,0,2021-02-17,26.56,2,279.93,1021.0,89.0,0.45,259.0,07:56:11.000000,18:52:44.000000,1,Winter,No,280.54,1,0,0,1,0,0,0,1
7572,7572,7572,2021-02-17 01:00:00,1,2021-02-17,26.44,2,279.54,1020.0,90.0,2.57,270.0,07:56:11.000000,18:52:44.000000,1,Winter,No,279.93,1,0,0,1,0,0,0,1
7573,7573,7573,2021-02-17 02:00:00,2,2021-02-17,27.6,2,279.35,1021.0,91.0,0.45,233.0,07:56:11.000000,18:52:44.000000,1,Winter,No,279.54,1,0,0,1,0,0,0,1
7574,7574,7574,2021-02-17 03:00:00,3,2021-02-17,26.68,2,278.66,1021.0,91.0,0.89,244.0,07:56:11.000000,18:52:44.000000,1,Winter,No,279.35,1,0,0,1,0,0,0,1
7575,7575,7575,2021-02-17 04:00:00,4,2021-02-17,27.6,2,278.61,1021.0,92.0,0.45,248.0,07:56:11.000000,18:52:44.000000,1,Winter,No,278.66,1,0,0,1,0,0,0,1
7576,7576,7576,2021-02-17 05:00:00,5,2021-02-17,27.24,2,278.52,1021.0,91.0,1.34,252.0,07:56:11.000000,18:52:44.000000,1,Winter,No,278.61,1,0,0,1,0,0,0,1
7577,7577,7577,2021-02-17 06:00:00,6,2021-02-17,26.8,2,277.87,1021.0,90.0,0.0,0.0,07:56:11.000000,18:52:44.000000,1,Winter,No,278.52,1,0,0,1,0,0,0,1
7578,7578,7578,2021-02-17 07:00:00,7,2021-02-17,23.56,2,277.94,1022.0,91.0,0.0,0.0,07:56:11.000000,18:52:44.000000,1,Winter,No,277.87,1,0,0,1,0,0,0,1
7579,7579,7579,2021-02-17 08:00:00,8,2021-02-17,22.96,2,276.58,1022.0,94.0,0.0,0.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,277.94,0,1,0,1,0,0,0,1
7580,7580,7580,2021-02-17 09:00:00,9,2021-02-17,24.36,2,278.07,1023.0,91.0,1.54,290.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,276.58,0,1,0,1,0,0,0,1
7581,7581,7581,2021-02-17 10:00:00,10,2021-02-17,25.16,2,281.38,1023.0,80.0,0.89,274.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,278.07,0,1,0,1,0,0,0,1
7582,7582,7582,2021-02-17 11:00:00,11,2021-02-17,24.92,2,284.39,1023.0,68.0,0.45,262.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,281.38,0,1,0,1,0,0,0,1
7583,7583,7583,2021-02-17 12:00:00,12,2021-02-17,25.56,2,287.37,1024.0,55.0,0.89,281.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,284.39,0,1,0,1,0,0,0,1
7584,7584,7584,2021-02-17 13:00:00,13,2021-02-17,25.0,2,289.22,1023.0,39.0,1.34,281.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,287.37,0,1,0,1,0,0,0,1
7585,7585,7585,2021-02-17 14:00:00,14,2021-02-17,23.96,2,290.31,1023.0,30.0,2.57,330.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,289.22,0,1,0,1,0,0,0,1
7586,7586,7586,2021-02-17 15:00:00,15,2021-02-17,25.64,2,290.75,1022.0,23.0,0.0,0.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,290.31,0,1,0,1,0,0,0,1
7587,7587,7587,2021-02-17 16:00:00,16,2021-02-17,24.48,2,291.39,1022.0,20.0,5.66,330.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,290.75,0,1,0,1,0,0,0,1
7588,7588,7588,2021-02-17 17:00:00,17,2021-02-17,23.6,2,290.99,1022.0,24.0,5.14,340.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,291.39,0,1,0,1,0,0,0,1
7589,7589,7589,2021-02-17 18:00:00,18,2021-02-17,29.64,2,288.1,1022.0,43.0,1.79,241.0,07:56:11.000000,18:52:44.000000,1,Winter,Yes,290.99,0,1,0,1,0,0,0,1
7590,7590,7590,2021-02-17 19:00:00,19,2021-02-17,29.76,2,285.98,1024.0,49.0,3.6,270.0,07:56:11.000000,18:52:44.000000,1,Winter,No,288.1,1,0,0,1,0,0,0,1
7591,7591,7591,2021-02-17 20:00:00,20,2021-02-17,28.84,2,284.29,1024.0,53.0,0.0,0.0,07:56:11.000000,18:52:44.000000,1,Winter,No,285.98,1,0,0,1,0,0,0,1
7592,7592,7592,2021-02-17 21:00:00,21,2021-02-17,28.04,2,283.59,1024.0,59.0,0.0,0.0,07:56:11.000000,18:52:44.000000,1,Winter,No,284.29,1,0,0,1,0,0,0,1
